Number_added,Name_orginial,Author,Reviews_count,User_rating,Price,Year,Genre,Title_upper,Series,Series_number,Author_upper,LastName_first_no_titlesDRJR,Audience,Adult_interest,Title_word_count,Author_count_all,Authors_last_three
50,Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Chrissy Teigen,"4,761",4.7,$16.00,2016,Non Fiction,CRAVINGS: RECIPES FOR ALL THE FOOD YOU WANT TO EAT: A COOKBOOK,(blank),,CHRISSY TEIGEN,"TEIGEN, CHRISSY",Adult,Adult,12,1,0
402,The Hate U Give,Angie Thomas,"9,947",4.8,$11.00,2018,Fiction,THE HATE U GIVE,(blank),,ANGIE THOMAS,"THOMAS, ANGIE",YA,Not_adult,4,1,1
8,A Gentleman in Moscow: A Novel,Amor Towles,"19,699",4.7,$15.00,2017,Fiction,A GENTLEMAN IN MOSCOW: A NOVEL,(blank),,AMOR TOWLES,"TOWLES, AMOR",Adult,Adult,6,1,1
524,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,"4,585",4.7,$9.00,2016,Non Fiction,"UNINVITED: LIVING LOVED WHEN YOU FEEL LESS THAN, LEFT OUT, AND LONELY",(blank),,LYSA TERKEURST,"TERKEURST, LYSA",Adult,Adult,12,2,0
440,The Official SAT Study Guide,The College Board,"1,201",4.4,$40.00,2010,Non Fiction,THE OFFICIAL SAT STUDY GUIDE,(blank),,THE COLLEGE BOARD,THE COLLEGE BOARD,YA,Not_adult,5,6,0
441,The Official SAT Study Guide,The College Board,"1,201",4.4,$40.00,2011,Non Fiction,THE OFFICIAL SAT STUDY GUIDE,(blank),,THE COLLEGE BOARD,THE COLLEGE BOARD,YA,Not_adult,5,6,0
442,The Official SAT Study Guide,The College Board,"1,201",4.4,$40.00,2012,Non Fiction,THE OFFICIAL SAT STUDY GUIDE,(blank),,THE COLLEGE BOARD,THE COLLEGE BOARD,YA,Not_adult,5,6,0
443,The Official SAT Study Guide,The College Board,"1,201",4.4,$40.00,2013,Non Fiction,THE OFFICIAL SAT STUDY GUIDE,(blank),,THE COLLEGE BOARD,THE COLLEGE BOARD,YA,Not_adult,5,6,0
444,The Official SAT Study Guide,The College Board,"1,201",4.4,$40.00,2014,Non Fiction,THE OFFICIAL SAT STUDY GUIDE,(blank),,THE COLLEGE BOARD,THE COLLEGE BOARD,YA,Not_adult,5,6,0
445,"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,807,4.3,$36.00,2016,Non Fiction,THE OFFICIAL SAT STUDY GUIDE: Official Study Guide for the New Sat,(blank),,THE COLLEGE BOARD,THE COLLEGE BOARD,YA,Not_adult,12,6,0
208,"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrens Book)",Jill Twiss,"11,881",4.9,$13.00,2018,Fiction,LAST WEEK TONIGHT WITH JOHN OLIVER PRESENTS A DAY IN THE LIFE OF MARLON BUNDO,"Better Bundo Book, LGBT Childrens Book",,JILL TWISS,"TWISS, JILL",CH,Not_adult,18,1,1
27,Astrophysics for People in a Hurry,Neil deGrasse Tyson,"9,374",4.7,$9.00,2017,Non Fiction,ASTROPHYSICS FOR PEOPLE IN A HURRY,(blank),,NEIL DEGRASSE TYSON,"TYSON, DEGRASSE NEIL",Adult,Adult,6,1,1
486,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,"7,508",4.6,$16.00,2017,Non Fiction,THE WHOLE30: THE 30-DAY GUIDE TO TOTAL HEALTH AND FOOD FREEDOM,(blank),,MELISSA HARTWIG URBAN,"URBAN, HARTWIG MELISSA",Adult,Adult,11,3,3
421,The Legend of Zelda: Hyrule Historia,Patrick Thorpe,"5,396",4.9,$20.00,2013,Fiction,THE LEGEND OF ZELDA: HYRULE HISTORIA,(blank),,PATRICK THORPE,"THORPE, PATRICK",YA,Not_adult,6,1,0
346,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,"12,361",4.8,$12.00,2019,Non Fiction,"THE BODY KEEPS THE SCORE: BRAIN, MIND, AND BODY IN THE HEALING OF TRAUMA",(blank),,BESSEL VAN DER KOLK,"VAN DER KOLK,BESSEL",Adult,Adult,14,1,1
28,"Autobiography of Mark Twain, Vol. 1",Mark Twain,491,4.2,$14.00,2010,Non Fiction,"AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1",(blank),,MARK TWAIN,"TWAIN, MARK",YA,Not_adult,6,1,0
165,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,"15,526",4.4,$14.00,2017,Non Fiction,HILLBILLY ELEGY: A MEMOIR OF A FAMILY AND CULTURE IN CRISIS,(blank),,J. D. VANCE,"VANCE, D. J.",Adult,Adult,11,2,2
484,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,"7,508",4.6,$16.00,2015,Non Fiction,THE WHOLE30: THE 30-DAY GUIDE TO TOTAL HEALTH AND FOOD FREEDOM,(blank),,MELISSA HARTWIG URBAN,"URBAN, HARTWIG MELISSA",Adult,Adult,11,3,0
485,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,"7,508",4.6,$16.00,2016,Non Fiction,THE WHOLE30: THE 30-DAY GUIDE TO TOTAL HEALTH AND FOOD FREEDOM,(blank),,MELISSA HARTWIG URBAN,"URBAN, HARTWIG MELISSA",Adult,Adult,11,3,0
99,Educated: A Memoir,Tara Westover,"28,729",4.7,$15.00,2019,Non Fiction,EDUCATED: A MEMOIR,(blank),,TARA WESTOVER,"WESTOVER, TARA",Adult,Adult,3,2,2
98,Educated: A Memoir,Tara Westover,"28,729",4.7,$15.00,2018,Non Fiction,EDUCATED: A MEMOIR,(blank),,TARA WESTOVER,"WESTOVER, TARA",Adult,Adult,3,2,2
164,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,"15,526",4.4,$14.00,2016,Non Fiction,HILLBILLY ELEGY: A MEMOIR OF A FAMILY AND CULTURE IN CRISIS,(blank),,J. D. VANCE,"VANCE, D. J.",Adult,Adult,11,2,0
266,Player's Handbook (Dungeons & Dragons),Wizards RPG Team,"16,990",4.8,$27.00,2017,Fiction,PLAYER'S HANDBOOK,Dungeons & Dragons,,WIZARDS RPG TEAM,WIZARDS RPG TEAM,Adult,Adult,5,3,3
57,Cutting for Stone,Abraham Verghese,"4,866",4.6,$11.00,2010,Fiction,CUTTING FOR STONE,(blank),,ABRAHAM VERGHESE,"VERGHESE, ABRAHAM",Adult,Adult,3,2,0
58,Cutting for Stone,Abraham Verghese,"4,866",4.6,$11.00,2011,Fiction,CUTTING FOR STONE,(blank),,ABRAHAM VERGHESE,"VERGHESE, ABRAHAM",Adult,Adult,3,2,0
256,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,"3,163",4.6,$13.00,2011,Non Fiction,ONE THOUSAND GIFTS: A DARE TO LIVE FULLY RIGHT WHERE YOU ARE,(blank),,ANN VOSKAMP,"VOSKAMP, ANN",Adult,Adult,12,2,0
257,One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,"3,163",4.6,$13.00,2012,Non Fiction,ONE THOUSAND GIFTS: A DARE TO LIVE FULLY RIGHT WHERE YOU ARE,(blank),,ANN VOSKAMP,"VOSKAMP, ANN",Adult,Adult,12,2,0
434,The Martian,Andy Weir,"39,459",4.7,$9.00,2015,Fiction,THE MARTIAN,(blank),,ANDY WEIR,"WEIR, ANDY",Adult,Adult,2,1,0
267,Player's Handbook (Dungeons & Dragons),Wizards RPG Team,"16,990",4.8,$27.00,2018,Fiction,PLAYER'S HANDBOOK,Dungeons & Dragons,,WIZARDS RPG TEAM,WIZARDS RPG TEAM,Adult,Adult,5,3,3
268,Player's Handbook (Dungeons & Dragons),Wizards RPG Team,"16,990",4.8,$27.00,2019,Fiction,PLAYER'S HANDBOOK,Dungeons & Dragons,,WIZARDS RPG TEAM,WIZARDS RPG TEAM,Adult,Adult,5,3,3
110,Fire and Fury: Inside the Trump White House,Michael Wolff,"13,677",4.2,$6.00,2018,Non Fiction,FIRE AND FURY: INSIDE THE TRUMP WHITE HOUSE,(blank),,MICHAEL WOLFF,"WOLFF, MICHAEL",Adult,Adult,8,1,1
104,Fear: Trump in the White House,Bob Woodward,"6,042",4.4,$2.00,2018,Non Fiction,FEAR: TRUMP IN THE WHITE HOUSE,(blank),,BOB WOODWARD,"WOODWARD, BOB",Adult,Adult,6,1,1
521,Under the Dome: A Novel,Stephen King,"6,740",4.3,$20.00,2009,Fiction,UNDER THE DOME: A NOVEL,(blank),,STEPHEN KENDRICK,"KENDRICK, STEPHEN",Adult,Adult,5,4,0
461,The Shack: Where Tragedy Confronts Eternity,William P. Young,"19,720",4.6,$8.00,2017,Fiction,THE SHACK: WHERE TRAGEDY CONFRONTS ETERNITY,(blank),,WILLIAM P. YOUNG,"YOUNG, P. WILLIAM",Adult,Adult,6,2,2
525,Watchmen,Alan Moore,"3,829",4.8,$42.00,2009,Fiction,WATCHMEN,(blank),,ALAN MOORE,"MOORE, ALAN",Adult,Adult,1,1,0
536,Where the Wild Things Are,Maurice Sendak,"9,967",4.8,$13.00,2009,Fiction,WHERE THE WILD THINGS ARE,(blank),,MAURICE SENDAK,"SENDAK, MAURICE",Adult,Adult,5,1,0
295,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,"23,047",4.8,$6.00,2019,Non Fiction,"SCHOOL ZONE - BIG PRESCHOOL WORKBOOK - AGES 4 AND UP, COLORS, SHAPES, NUMBERS 1-10, ALPHABET, PRE-WRITING, PRE-READING…",(blank),,SCHOOL ZONE,"ZONE, SCHOOL",CH,Not_adult,18,2,2
294,"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,"23,047",4.8,$6.00,2018,Non Fiction,"SCHOOL ZONE - BIG PRESCHOOL WORKBOOK - AGES 4 AND UP, COLORS, SHAPES, NUMBERS 1-10, ALPHABET, PRE-WRITING, PRE-READING…",(blank),,SCHOOL ZONE,"ZONE, SCHOOL",CH,Not_adult,18,2,2
348,The Book Thief,Markus Zusak,"23,148",4.6,$6.00,2013,Fiction,THE BOOK THIEF,(blank),,MARKUS ZUSAK,"ZUSAK, MARKUS",YA,Not_adult,3,2,0
349,The Book Thief,Markus Zusak,"23,148",4.6,$6.00,2014,Fiction,THE BOOK THIEF,(blank),,MARKUS ZUSAK,"ZUSAK, MARKUS",YA,Not_adult,3,2,0
